DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2019,31.4,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2020,95.595154,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2020,91.244667,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2020,93.276657,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2020,85.628403,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2020,88.353638,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2020,86.753616,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2020,98.784286,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2020,98.814774,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2020,98.800743,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2020,98.489067,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2020,97.82029,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2020,98.108932,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2020,0.31680471,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2020,0,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2020,0.14797039,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2020,0.7660588,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2020,0.72732079,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2020,0.75006419,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2016,65.5,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2016,54.799999,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2016,60.299999,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2016,50.700001,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2016,47.5,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2016,49.200001,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2016,8.5,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2016,9.6999998,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2016,9.1999998,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2016,35.099998,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2016,30.4,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2016,32.700001,,PCNT: %,,,,,,,,MICS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,28.1,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,32.5,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,30.4,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,9,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,14.8,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,11.8,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2018,13.41031,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2018,25.0865,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2018,18.63559,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2018,5.4404368,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2018,12.06018,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2018,8.4086723,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,46.799999,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,36.200001,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,41.400002,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,66.099998,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,49.900002,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,58.400002,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2016,71.730637,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2016,71.719261,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2016,71.724739,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2016,75.37719,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2016,71.19976,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2016,73.185493,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2016,81.559921,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2016,84.253906,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2016,82.905907,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2016,65.402481,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2016,66.120232,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2016,65.755737,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2016,4.1932659,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2016,4.1562142,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2016,4.174078,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2016,11.5795,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2016,10.16909,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2016,10.83952,,PCNT: %,,,,,,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2017,91.599998,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2017,91.5,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2017,91.5,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2017,66.400002,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2017,55.400002,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2017,60.900002,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2017,4.5,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2017,4,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2017,4.3000002,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2017,28,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2017,36.299999,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2017,32.299999,,PCNT: %,,,,,,,,Botswana Demographic Survey 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2019,87.120827,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2019,83.05426,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2019,85.031647,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2019,69.760559,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2019,60.656349,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2019,65.119377,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2019,88.599998,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2019,80.900002,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2019,84.699997,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2019,74.699997,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2019,64.699997,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2019,69.699997,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2019,1.041109,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2019,0.96669507,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2019,1.002879,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2019,7.26196,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2019,8.0348053,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2019,7.6559439,,PCNT: %,,,,,,,,PNAD 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2017,27.36039,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2017,21.054569,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
